Kalkulationsstruktur,Preiseinheit,ME,     Preis,Kalkulationslosgrî·e, Menge,BWME,Wert Gesamt,WÑhrung,Ressource,Fehlerstatus,Preisstrategie (Text),Kostenart (Text),Kennzeichen Baugruppe
Balken  (B),1,ST,2199.64,1,1,ST,2199.64,CHF,CH10 10170911,,,Montagebaugruppen eig.,X
,,,,,,,,,,,,,
Grosskomponenten Schlosserei Heften,1,H,74.94,0,0,H,0,CHF,21031101   21031101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Grosskomponenten Schlosserei Heften,1,H,74.94,0,6,H,449.64,CHF,21031101   21031101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Spickel,1,ST,24.67,10,2,ST,49.34,CHF,CH10 10170879,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.036,H,3.76,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  5x1500x3000 DD11,1,M2,65.47,0,0.632,M2,41.38,CHF,CH10 1300165,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Zuschlag MGK,,,0,,,,3.23,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,0.98,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Spickel,1,ST,4.08,10,2,ST,8.16,CHF,CH10 10170885,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.032,H,3.34,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  5x1500x3000 DD11,1,M2,65.47,0,0.056,M2,3.67,CHF,CH10 1300165,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Zuschlag MGK,,,0,,,,0.29,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,0.87,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Spickel,1,ST,5.07,40,8,ST,40.56,CHF,CH10 10170891,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.08,H,8.35,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  1,50x1500x3000  DC01",1,M2,20.14,0,1.384,M2,27.87,CHF,CH10 1300063,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Zuschlag MGK,,,0,,,,2.17,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,2.17,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Deckblech,1,ST,72.18,5,1,ST,72.18,CHF,CH10 10170881,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.039,H,4.07,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  2,00x1500x3000  DC01",1,M2,27.68,0,1.992,M2,55.14,CHF,CH10 1300090,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.04,H,2.85,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.045,H,3.2,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,4.3,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,2.63,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Deckel,1,ST,30.21,5,1,ST,30.21,CHF,CH10 10170896,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.043,H,4.49,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  5x1500x3000 DD11,1,M2,65.47,0,0.348,M2,22.78,CHF,CH10 1300165,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Zuschlag MGK,,,0,,,,1.78,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.17,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Deckel,1,ST,29.43,5,1,ST,29.43,CHF,CH10 10170894,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.037,H,3.86,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  5x1500x3000 DD11,1,M2,65.47,0,0.348,M2,22.78,CHF,CH10 1300165,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Zuschlag MGK,,,0,,,,1.78,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Platte,1,ST,48.02,10,2,ST,96.05,CHF,CH10 10170890,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSTAR 4020,1,H,104.33,0,0,H,0,CHF,21032101   21032102 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSTAR 4020,1,H,104.33,0,0.078,H,8.14,CHF,21032101   21032102 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  12x1500x3000 DD11,1,M2,161.1,0,0.494,M2,79.58,CHF,CH10 1301125,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Zuschlag MGK,,,0,,,,6.21,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,2.12,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Flachprofil,1,ST,5.8,10,2,ST,11.59,CHF,CH10 10170887,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSTAR 4020,1,H,104.33,0,0,H,0,CHF,21032101   21032102 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSTAR 4020,1,H,104.33,0,0.056,H,5.84,CHF,21032101   21032102 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  15x1500x3000 DD11,1,M2,196.42,0,0.02,M2,3.93,CHF,CH10 1301019,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Zuschlag MGK,,,0,,,,0.31,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.52,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Flachprofil,1,ST,23.24,0,1,ST,23.24,CHF,CH10 10170886,,Preis aus Einkaufsinfosatz,Zukaufteile,
Flachprofil,1,ST,18.07,0,1,ST,18.07,CHF,CH10 10170888,,Preis aus Einkaufsinfosatz,Zukaufteile,
Flachprofil,1,ST,12.91,0,1,ST,12.91,CHF,CH10 10170902,,Preis aus Einkaufsinfosatz,Zukaufteile,
Flachprofil,1,ST,10.43,0,2,ST,20.86,CHF,CH10 10170892,,Preis aus Einkaufsinfosatz,Zukaufteile,
Blech,1,ST,102.63,5,1,ST,102.63,CHF,CH10 10170904,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.1,H,10.43,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  2,00x1500x3000  DC01",1,M2,27.68,0,2.428,M2,67.21,CHF,CH10 1300090,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.04,H,2.85,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.15,H,10.67,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,5.24,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,6.23,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Spickel,1,ST,2.07,30,6,ST,12.42,CHF,CH10 10170906,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.036,H,3.76,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  1,50x1500x3000  DC01",1,M2,20.14,0,0.354,M2,7.13,CHF,CH10 1300063,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Zuschlag MGK,,,0,,,,0.56,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,0.98,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blech,1,ST,31.04,5,1,ST,31.04,CHF,CH10 10170905,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.02,H,2.09,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  2,00x1500x3000  DC01",1,M2,27.68,0,0.697,M2,19.29,CHF,CH10 1300090,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.04,H,2.85,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.045,H,3.2,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,1.5,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,2.11,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blech,1,ST,36.14,5,1,ST,36.14,CHF,CH10 10170907,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.014,H,1.46,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  2,00x1500x3000  DC01",1,M2,27.68,0,0.894,M2,24.75,CHF,CH10 1300090,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.04,H,2.85,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.045,H,3.2,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,1.93,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.95,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Schlosserei Schweissroboter,1,H,98.91,0,0,H,0,CHF,21031301   21031301 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Schlosserei Schweissroboter,1,H,98.91,0,2.5,H,247.28,CHF,21031301   21031301 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Fabrikation Unisign,1,H,120.88,0,0,H,0,CHF,21033601   21033601 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Fabrikation Unisign,1,H,120.88,0,3,H,362.64,CHF,21033601   21033601 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Fabrikation Handarbeit UNISIGN,1,H,62.41,0,0,H,0,CHF,21033404   21033405 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Fabrikation Handarbeit UNISIGN,1,H,62.41,0,0.5,H,31.21,CHF,21033404   21033405 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Grossteile,1,H,139.86,0,1,H,139.86,CHF,21040102   21040102 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
"Malerei Zusatzarbeiten, Blindniedmutter",1,H,76.7,0,0,H,0,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
"Malerei Zusatzarbeiten, Blindniedmutter",1,H,76.7,0,0.5,H,38.35,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Zuschlag MGK,,,0,,,,5.86,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,329.93,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Seitenteil,1,ST,3600.2,0,1,ST,3600.2,CHF,CH10 10171156,,Preis aus Einkaufsinfosatz,Zukaufteile,
Seitenteil,1,ST,3600.2,0,1,ST,3600.2,CHF,CH10 10171157,,Preis aus Einkaufsinfosatz,Zukaufteile,
Schulterschr  ISO7379 D12 M10x25 012.9,100,ST,90.87,100,4,ST,3.63,CHF,CH10 2352251,,Preis aus Einkaufsinfosatz,Zukaufteile,
Zyl-Schr  ISO4762 M10x40/40 12.9 flZn,10,ST,3.36,0,12,ST,4.03,CHF,CH10 2200263,,Preis aus Einkaufsinfosatz,Zukaufteile,
Halter,1,ST,39.93,5,2,ST,79.87,CHF,CH10 10172486,,,Eigenfertigung,X
,,,,,,,,,,,,,
Fabrikation Zuschnitt,1,H,57.29,0,0.1,H,5.73,CHF,21033403   21033403 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Fabrikation Zuschnitt,1,H,57.29,0,0.1,H,5.73,CHF,21033403   21033403 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
4kt-Alu  60/60 EN AW-Al Si1MgMn,100,MM,9.55,0,244,MM,23.3,CHF,CH10 1101860,,Preis aus Einkaufsinfosatz,Rohmaterial,
Fertigung Hermle C32 U,1,H,80,0,0,H,0,CHF,21033502   21033502 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Fertigung Hermle C32 U,1,H,80,0,0.4,H,32,CHF,21033502   21033502 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,1.82,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,11.3,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
"StossdÑmpfer  SES 1,5Mx0,6-S196 Hub 15",1,ST,90.21,0,2,ST,180.42,CHF,CH10 8860043,,Bewertungspreis mit USER-EXIT,Zukaufteile,
Servomotor  TBW30I,1,ST,973.83,0,2,ST,1947.67,CHF,CH10 10076106,,Preis aus Einkaufsinfosatz,Zukaufteile,
"Winkelverschraubung  D6 G3/8"" 3199.06.17",1,ST,2.81,0,2,ST,5.62,CHF,CH10 7074224,,Preis aus Einkaufsinfosatz,Zukaufteile,
FÅhrungsschiene  Gr.25 L=2870mm,1,ST,258.26,0,1,ST,258.26,CHF,CH10 10170652,,Preis aus Einkaufsinfosatz,Zukaufteile,
FÅhrungswagen  R1651 Gr.25,1,ST,45.81,0,2,ST,91.62,CHF,CH10 10138601,,Preis aus Einkaufsinfosatz,Zukaufteile,
Dichtung  R1619 Gr.25,1,ST,4.09,0,4,ST,16.36,CHF,CH10 10130603,,Preis aus Einkaufsinfosatz,Zukaufteile,
Abdeckband  R1619-230-00 Gr.25 L=2870mm,1,ST,19.7,0,1,ST,19.7,CHF,CH10 10170722,,Preis aus Einkaufsinfosatz,Zukaufteile,
FÅhrungsschiene  IMS-A Gr.25 L=2870mm,1,ST,1185.93,0,1,ST,1185.93,CHF,CH10 10170650,,Preis aus Einkaufsinfosatz,Zukaufteile,
FÅhrungswagen  IMS-A Gr.25,1,ST,750.8,0,1,ST,750.8,CHF,CH10 10083254,,Bewertungspreis mit USER-EXIT,Zukaufteile,
FÅhrungswagen  R1651 Gr.25,1,ST,45.81,0,1,ST,45.81,CHF,CH10 10138601,,Preis aus Einkaufsinfosatz,Zukaufteile,
Dichtung  R1619 Gr.25,1,ST,4.09,0,3,ST,12.27,CHF,CH10 10130603,,Preis aus Einkaufsinfosatz,Zukaufteile,
Abdeckband  R1619-230-00 Gr.25 L=2870mm,1,ST,19.7,0,1,ST,19.7,CHF,CH10 10170722,,Preis aus Einkaufsinfosatz,Zukaufteile,
Anschlusskasten,1,ST,118.71,5,1,ST,118.71,CHF,CH10 10173569,,,Eigenfertigung,X
,,,,,,,,,,,,,
Niete  Blind Avinox BE61-0618 A2,1,H,64.8,0,0.03,H,1.94,CHF,21031201   21031201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Niete  Blind Avinox BE61-0618 A2,1,H,64.8,0,0.15,H,9.72,CHF,21031201   21031201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Halter,1,ST,21.84,5,1,ST,21.84,CHF,CH10 10173563,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSTAR 4020,1,H,104.33,0,0,H,0,CHF,21032101   21032102 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSTAR 4020,1,H,104.33,0,0.029,H,3.03,CHF,21032101   21032102 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  5.0x1000x2000 AlMg1 HH14,1,M2,74.42,0,0.18,M2,13.39,CHF,CH10 1050236,,Preis aus Einkaufsinfosatz,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.01,H,0.71,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,1.04,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.53,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Winkel,1,ST,13.06,5,1,ST,13.06,CHF,CH10 10173565,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.013,H,1.36,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  3.0x1000x2000 AlMg1 H1424,1,M2,47.57,0,0.064,M2,3.04,CHF,CH10 1050225,,Preis aus Einkaufsinfosatz,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.06,H,4.27,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,0.24,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,2.02,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Seitenteil,1,ST,19.09,5,1,ST,19.09,CHF,CH10 10173566,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.02,H,2.09,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  3.0x1000x2000 AlMg1 H1424,1,M2,47.57,0,0.19,M2,9.04,CHF,CH10 1050225,,Preis aus Einkaufsinfosatz,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.045,H,3.2,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,0.7,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.93,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Seitenteil,1,ST,21.7,5,1,ST,21.7,CHF,CH10 10173567,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.021,H,2.19,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  3.0x1000x2000 AlMg1 H1424,1,M2,47.58,0,0.212,M2,10.09,CHF,CH10 1050225,,Preis aus Einkaufsinfosatz,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.06,H,4.27,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,0.79,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,2.23,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Profil,1,ST,13.6,5,1,ST,13.6,CHF,CH10 10173568,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.012,H,1.25,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  3.0x1000x2000 AlMg1 H1424,1,M2,47.59,0,0.077,M2,3.66,CHF,CH10 1050225,,Preis aus Einkaufsinfosatz,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.06,H,4.27,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,0.29,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.99,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Halter,1,ST,9.9,5,1,ST,9.9,CHF,CH10 10180151,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.011,H,1.15,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  3.0x1000x2000 AlMg1 H1424,1,M2,47.61,0,0.041,M2,1.95,CHF,CH10 1050225,,Preis aus Einkaufsinfosatz,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Zusatzarbeiten,1,H,76.7,0,0,H,0,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0.01,H,0.77,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Zuschlag MGK,,,0,,,,0.15,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.61,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blindnietmutter  HUC/FEKS M6 0.5-3.5 A2K,1,H,76.7,0,0,H,0,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Blindnietmutter  HUC/FEKS M6 0.5-3.5 A2K,1,H,76.7,0,0.05,H,3.84,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Zuschlag PGK,,,0,,,,4.03,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
"Magnetventil  2/2 G1/4 x õ2,3 24 VDC",1,ST,47.81,0,1,ST,47.81,CHF,CH10 10120863,,Preis aus Einkaufsinfosatz,Zukaufteile,
Modul  EtherCAT Box EP2349-0022,1,ST,119.62,0,1,ST,119.62,CHF,CH10 10054654,,Bewertungspreis mit USER-EXIT,Zukaufteile,
Schutzblech  EP,1,ST,3.54,0,1,ST,3.54,CHF,CH10 10131842,,Preis aus Einkaufsinfosatz,Zukaufteile,
Kabelsatz  +B17 AK,1,ST,84.4,0,1,ST,84.4,CHF,CH10 10168083,,Preis aus Einkaufsinfosatz,Zukaufteile,
Kabelsatz  +B17 AK sp,1,ST,47.8,0,1,ST,47.8,CHF,CH10 10168073,,Preis aus Einkaufsinfosatz,Zukaufteile,
Schlauchsatz  +B17 AK,1,ST,7.5,0,1,ST,7.5,CHF,CH10 10168105,,Preis aus Einkaufsinfosatz,Zukaufteile,
Abdeckung  (I),1,ST,50.6,0,1,ST,50.6,CHF,CH10 10148242,,Bewertungspreis mit USER-EXIT,Zukaufteile,
Beschriftung  By-Logo 25x30mm,1,ST,3.5,0,1,ST,3.5,CHF,CH10 10083328,,Preis aus Einkaufsinfosatz,Zukaufteile,
